game_id,season,week,start_date,home_team,away_team,neutral_site,vegas_spread,vegas_total,ml_home,ml_away,home_points,away_points
401869150,2026,2,2026-09-12 23:00:00+00:00,Houston Christian,Arkansas Baptist,False,,,,,88.0,0.0
401868355,2026,2,2026-09-12 23:00:00+00:00,Alcorn State,Arkansas-Pine Bluff,True,-8.5,49.5,-346.0,261.0,53.0,51.0
401871045,2026,2,2026-09-12 23:00:00+00:00,Marshall,Middle Tennessee,False,-12.5,55.5,-535.0,400.0,28.0,26.0
401908670,2026,2,2026-09-12 23:00:00+00:00,Otterbein,Heidelberg,False,,,,,0.0,38.0
401908567,2026,2,2026-09-12 23:00:00+00:00,Illinois College,Lyon,False,,,,,14.0,21.0
401868150,2026,2,2026-09-12 23:00:00+00:00,SE Louisiana,North Alabama,False,-6.5,51.5,-204.0,162.0,30.0,25.0
401858441,2026,2,2026-09-12 23:00:00+00:00,Nebraska,Bowling Green,False,-30.5,48.5,-9000.0,2500.0,56.0,7.0
401908434,2026,2,2026-09-12 23:00:00+00:00,Trinity (TX),McMurry,False,,,,,31.0,17.0
401856681,2026,2,2026-09-12 23:00:00+00:00,Georgia Tech,Tennessee,False,12.5,55.5,370.0,-485.0,24.0,45.0
401868241,2026,2,2026-09-12 23:00:00+00:00,Arkansas State,West Georgia,False,-31.5,56.5,-10000.0,3000.0,52.0,7.0
401860882,2026,2,2026-09-12 23:00:00+00:00,Colorado State,Southern Utah,False,-19.5,57.5,-1350.0,800.0,58.0,24.0
401862707,2026,2,2026-09-12 23:00:00+00:00,Sam Houston,Tulsa,False,12.5,51.5,380.0,-500.0,17.0,23.0
401867856,2026,2,2026-09-12 23:00:00+00:00,Eastern Illinois,Indiana State,False,3.0,49.5,124.0,-154.0,35.0,42.0
401871046,2026,2,2026-09-12 23:00:00+00:00,Missouri State,Lindenwood,False,-16.5,53.5,-850.0,575.0,48.0,14.0
401869130,2026,2,2026-09-12 23:00:00+00:00,East Texas A&M,Northwestern State,False,-20.5,53.5,-1320.0,710.0,38.0,14.0
401867890,2026,2,2026-09-12 23:00:00+00:00,Southern Illinois,Southeast Missouri State,False,-7.5,53.5,-355.0,266.0,34.0,20.0
401868195,2026,2,2026-09-12 23:00:00+00:00,Alabama A&M,Tennessee State,False,3.5,49.5,118.0,-147.0,30.0,3.0
401856680,2026,2,2026-09-12 23:00:00+00:00,South Carolina,Towson,False,-44.5,57.5,,,45.0,9.0
401867867,2026,2,2026-09-12 23:00:00+00:00,Murray State,Valparaiso,False,-14.5,47.5,-810.0,515.0,27.0,18.0
401868386,2026,2,2026-09-12 23:00:00+00:00,Tennessee Tech,Samford,False,-26.5,48.5,-5900.0,1340.0,45.0,19.0
401907427,2026,2,2026-09-12 23:00:00+00:00,Newberry,Lenoir Rhyne,False,,,,,14.0,21.0
401908387,2026,2,2026-09-12 23:00:00+00:00,Centenary (LA),Millsaps,False,,,,,0.0,57.0
401856786,2026,2,2026-09-12 23:00:00+00:00,Cincinnati,Western Carolina,False,-36.5,61.5,,,62.0,10.0
401908095,2026,2,2026-09-12 23:00:00+00:00,Guilford,Methodist,False,,,,,20.0,17.0
401908251,2026,2,2026-09-12 23:00:00+00:00,Simpson (IA),Crown,False,,,,,52.0,0.0
401907205,2026,2,2026-09-12 23:00:00+00:00,Lincoln (MO),Langston,False,,,,,14.0,19.0
401858447,2026,2,2026-09-12 23:15:00+00:00,Wisconsin,Western Illinois,False,-43.0,53.0,,,36.0,9.0
401858443,2026,2,2026-09-12 23:15:00+00:00,UCLA,San Diego State,False,-13.5,53.5,-535.0,400.0,28.0,10.0
401858219,2026,2,2026-09-12 23:30:00+00:00,Clemson,Georgia Southern,False,-19.5,54.5,-1350.0,800.0,22.0,7.0
401856788,2026,2,2026-09-12 23:30:00+00:00,Iowa,Iowa State,False,-14.0,42.5,-625.0,455.0,16.0,13.0
401856783,2026,2,2026-09-12 23:30:00+00:00,Oregon State,Texas Tech,False,25.5,52.5,1400.0,-3200.0,24.0,35.0
401856682,2026,2,2026-09-12 23:30:00+00:00,Texas,Ohio State,False,-2.5,50.5,-142.0,120.0,24.0,23.0
401867796,2026,2,2026-09-12 23:30:00+00:00,LSU,Louisiana Tech,False,-34.5,55.5,-20000.0,3500.0,45.0,14.0
401868008,2026,2,2026-09-12 23:30:00+00:00,Coastal Carolina,Fordham,False,-36.5,54.5,-100000.0,5000.0,45.0,7.0
401862703,2026,2,2026-09-12 23:30:00+00:00,Florida Atlantic,Navy,False,4.0,59.5,164.0,-198.0,38.0,30.0
401856671,2026,2,2026-09-12 23:45:00+00:00,Auburn,Southern Miss,False,-32.5,56.5,-10000.0,3000.0,43.0,8.0
401856676,2026,2,2026-09-12 23:45:00+00:00,Ole Miss,Charlotte,False,-44.5,59.5,,,41.0,9.0
401856789,2026,2,2026-09-13 00:00:00+00:00,TCU,Grambling,False,-44.5,56.5,,,63.0,7.0
401907122,2026,2,2026-09-13 00:00:00+00:00,Western Colorado,Chadron State,False,,,,,30.0,9.0
401908817,2026,2,2026-09-13 00:00:00+00:00,Concordia (MN),St. Olaf,False,,,,,51.0,0.0
401906606,2026,2,2026-09-13 00:00:00+00:00,Central Missouri,Delta State,False,,,,,59.0,10.0
401868050,2026,2,2026-09-13 00:00:00+00:00,Abilene Christian,Stephen F. Austin,False,3.0,50.5,128.0,-160.0,7.0,26.0
401908468,2026,2,2026-09-13 00:00:00+00:00,Whittier,Cetys University,False,,,,,56.0,20.0
401907152,2026,2,2026-09-13 00:00:00+00:00,Fort Lewis,New Mexico Highlands,False,,,,,31.0,28.0
401856784,2026,2,2026-09-13 00:08:00+00:00,Baylor,Prairie View A&M,False,-37.5,55.5,,,44.0,3.0
401864504,2026,2,2026-09-13 01:00:00+00:00,San José State,Cal Poly,False,-21.5,58.5,-1800.0,1000.0,30.0,20.0
401864505,2026,2,2026-09-13 01:00:00+00:00,UTEP,Texas Southern,False,-27.5,53.5,-4500.0,1700.0,51.0,10.0
401907009,2026,2,2026-09-13 01:00:00+00:00,Central Washington,Ferris State,False,,,,,14.0,28.0
401908422,2026,2,2026-09-13 02:00:00+00:00,Pacific (OR),Willamette,False,,,,,3.0,6.0
401864502,2026,2,2026-09-13 02:00:00+00:00,Air Force,North Dakota State,False,1.5,47.5,105.0,-125.0,32.0,38.0
401867876,2026,2,2026-09-13 02:00:00+00:00,Portland State,North Dakota,False,25.5,60.5,1180.0,-4000.0,23.0,47.0
401856670,2026,2,2026-09-13 02:15:00+00:00,Utah,Arkansas,False,-12.5,55.5,-500.0,380.0,43.0,10.0
401860883,2026,2,2026-09-13 02:30:00+00:00,Fresno State,Sacramento State,False,-17.5,44.5,-900.0,600.0,49.0,3.0
401864500,2026,2,2026-09-13 02:30:00+00:00,Nevada,Montana State,False,5.5,51.5,155.0,-180.0,7.0,20.0
401858445,2026,2,2026-09-13 03:00:00+00:00,USC,Louisiana,False,-30.5,58.5,-5000.0,1800.0,49.0,30.0
401864578,2026,2,2026-09-13 03:59:00+00:00,Hawai'i,New Mexico State,False,-7.5,50.5,-298.0,240.0,29.0,19.0
